feature,feature_type,missing_fraction,n_unique,most_frequent_fraction,is_constant,is_near_constant,is_likely_identifier,signed_auc,prediction_power,train_signed_auc,heldout_signed_auc,abs_auc_delta,stable,importance,permutation_importance,prediction_power_rank_score,importance_rank_score,permutation_importance_rank_score,composite_score
V156,numeric,0.8614149761235479,23,0.8614149761235479,False,False,False,0.3166358399411142,0.3166358399411142,0.3166358399411142,0.30109807089462537,0.015537769046488847,True,0.2873738983711195,0.0,0.4577415181408009,0.043975521919533196,0.0,0.2190444504782237
V84,numeric,0.15075016086971246,8,0.7374922387419424,False,False,False,0.3282931449226991,0.3282931449226991,0.3282931449226991,0.3122020483378145,0.016091096584884612,True,0.1309127085689188,0.0,0.47459378755128,0.020032976960848832,0.0,0.21816508184664038
V16,numeric,0.12854223817748728,14,0.7659814181370723,False,False,False,0.3299197209386049,0.3299197209386049,0.3299197209386049,0.3179697342658543,0.011949986672750601,True,0.07817008125669565,0.0,0.47694523132666117,0.011962012351296342,0.0,0.2170195604190387
V15,numeric,0.12854223817748728,8,0.7660220589065375,False,False,False,0.32993147267447953,0.32993147267447953,0.32993147267447953,0.31800272993595713,0.011928742738522402,True,0.0762094147570171,0.0,0.4769622201091725,0.011661980465581513,0.0,0.2169253808013028
V32,numeric,0.12854223817748728,14,0.7506327542023684,False,False,False,0.32379148480872955,0.32379148480872955,0.32379148480872955,0.31381295841695045,0.009978526391779097,True,0.1301899562820305,0.0,0.4680860064513719,0.019922377462374536,0.0,0.21611475605618155
V21,numeric,0.12854223817748728,6,0.759356972714239,False,False,False,0.31779455485173713,0.31779455485173713,0.31779455485173713,0.3052765071946424,0.012518047657094744,True,0.1778532820443921,0.0,0.4594166030660562,0.027216079634705265,0.0,0.2143853921033079
V91,numeric,0.15075016086971246,7,0.5162122802858401,False,False,False,-0.3157779948542928,0.3157779948542928,-0.3157779948542928,-0.3115635745205455,0.004214420333747304,True,0.1765068571917791,0.0,0.45650138274600705,0.02701004235729525,0.0,0.21424697401069442
V31,numeric,0.12854223817748728,8,0.7506824262539371,False,False,False,0.3237114387892581,0.3237114387892581,0.3237114387892581,0.31369832180165047,0.010013116987607651,True,0.08416170826844552,0.0,0.46797028870293,0.012878883808594125,0.0,0.21359227170118533
V303,numeric,2.2578205258464003e-05,21,0.7615380273422065,False,False,False,0.3275275851660453,0.3275275851660453,0.3275275851660453,0.31784304154157206,0.00968454362447324,True,0.026922655053798043,0.0,0.4734870635452313,0.004119851573720066,0.0,0.21305844510248514
V189,numeric,0.7635474876102099,28,0.7635474876102099,False,False,False,0.3104812899650844,0.3104812899650844,0.3104812899650844,0.30342840948226746,0.007052880482816937,True,0.2149134636014667,0.0,0.44884425291010166,0.03288723082708092,0.0,0.2124325125266015
V29,numeric,0.12854223817748728,6,0.5419988485115318,False,False,False,-0.3052231668566593,0.3052231668566593,-0.3052231668566593,-0.30076635391053774,0.004456812946121547,True,0.2598680098913972,0.0,0.441242898449819,0.039766420784696714,0.0,0.21180902963514417
V304,numeric,2.2578205258464003e-05,17,0.7620686151657805,False,False,False,0.3236775657702313,0.3236775657702313,0.3236775657702313,0.3119829726527863,0.011694593117445029,True,0.035227707679802635,0.0,0.4679213205028797,0.0053907360411955775,0.0,0.21069716287309756
V30,numeric,0.12854223817748728,8,0.5396213634978155,False,False,False,-0.30494594750154747,0.30494594750154747,-0.30494594750154747,-0.30080240895956833,0.00414353854197913,True,0.23186855441576043,0.0,0.4408421389890754,0.03548179133510854,0.0,0.21017605873107506
V139,numeric,0.8614149761235479,33,0.8614149761235479,False,False,False,0.31998818574724086,0.31998818574724086,0.31998818574724086,0.3091097247810264,0.010878460966214476,True,0.05483337565244387,0.0,0.4625878042053056,0.008390902328269272,0.0,0.20946955856234958
V302,numeric,2.2578205258464003e-05,17,0.7626624219640781,False,False,False,0.31905238183464624,0.31905238183464624,0.31905238183464624,0.30683912127162905,0.012213260563017192,True,0.04215572968565392,0.0,0.4612349683933115,0.006450899769718597,0.0,0.2079815616119391
C6,numeric,0.0,1142,0.5785303846197266,False,False,False,0.14274299777587762,0.14274299777587762,0.14274299777587762,0.15771738670335855,0.01497438892748093,True,2.182863691132166,0.0,0.20635502449138596,0.33403371231986173,0.0,0.20752540199395314
V70,numeric,0.13023560357187208,7,0.537864779128707,False,False,False,-0.30421881203238144,0.30421881203238144,-0.30421881203238144,-0.30140928298480085,0.0028095290475805834,True,0.18409616714725227,0.0,0.4397909626800007,0.028171399976037785,0.0,0.20734449384047643
V155,numeric,0.8614149761235479,23,0.8614149761235479,False,False,False,0.2828400029673608,0.2828400029673608,0.2828400029673608,0.2652351736174625,0.017604829349898266,True,0.447507911576072,0.0,0.40888489557374763,0.06848010235523819,0.0,0.20532551443003505
C5,numeric,0.0,316,0.6299364423521975,False,False,False,-0.2863819222629751,0.2863819222629751,-0.2863819222629751,-0.28020737628689996,0.006174545976075141,True,0.3379582189622566,0.0,0.41400523670698197,0.05171621065831185,0.0,0.20347684835213975
V157,numeric,0.8614149761235479,23,0.8614149761235479,False,False,False,0.3060315959289879,0.3060315959289879,0.3060315959289879,0.2995654833228847,0.0064661126061031915,True,0.09821460060563131,0.0,0.4424115960645479,0.015029334070464046,0.0,0.2033755682627935
C7,numeric,0.0,877,0.8861539156252469,False,False,False,0.2971073428011848,0.2971073428011848,0.2971073428011848,0.28818962367364587,0.008917719127538914,True,0.19437194054307555,0.0,0.42951033644797043,0.029743854888503823,0.0,0.2023523427434322
V147,numeric,0.8614149761235479,26,0.8614149761235479,False,False,False,0.29067193618503606,0.29067193618503606,0.29067193618503606,0.30655316636511243,0.015881230180076367,True,0.24241549282662517,0.0,0.4202070535508824,0.037095741397726895,0.0,0.19969449906009004
V283,numeric,0.002090741806933767,57,0.48169472008670033,False,False,False,0.292799585730839,0.292799585730839,0.292799585730839,0.2924766355941051,0.0003229501367338905,True,0.15778366717194992,0.0,0.42328286939456117,0.024144917661602535,0.0,0.19887956988860334
V60,numeric,0.13023560357187208,16,0.7596414581004955,False,False,False,0.3018234226224883,0.3018234226224883,0.3018234226224883,0.28681616737535887,0.015007255247129425,True,0.08719207894988416,0.0,0.43632809130944833,0.013342607664801201,0.0,0.19876646548486276
V69,numeric,0.13023560357187208,6,0.5401203418340276,False,False,False,-0.3024110649723122,0.3024110649723122,-0.3024110649723122,-0.2999997163459954,0.002411348626316756,True,0.017647840491231494,0.0,0.43717761074913725,0.002700568843424821,0.0,0.19731342163836293
V148,numeric,0.8614149761235479,20,0.8614149761235479,False,False,False,0.2767529542344258,0.2767529542344258,0.2767529542344258,0.2565137357957592,0.020239218438666606,True,0.3461366351298192,0.0,0.4000852128577011,0.05296771652395332,0.0,0.19554116380354916
V64,numeric,0.13023560357187208,8,0.7601584990009144,False,False,False,0.2973357387236468,0.2973357387236468,0.2973357387236468,0.28233921826834063,0.014996520455306195,True,0.06834248619305362,0.0,0.42984051478881896,0.010458140132604545,0.0,0.1948391026330842
V59,numeric,0.13023560357187208,16,0.7600975378467165,False,False,False,0.29706938261449634,0.29706938261449634,0.29706938261449634,0.28267952916391637,0.01438985345057997,True,0.06595705007624839,0.0,0.42945545967379695,0.010093107682417493,0.0,0.19462906652446774
V63,numeric,0.13023560357187208,8,0.7606687664397557,False,False,False,0.29294362552442843,0.29294362552442843,0.29294362552442843,0.27869669334738867,0.014246932177039762,True,0.11349098124966082,0.0,0.42349109911929034,0.017367009188734864,0.0,0.1945124079931819
V188,numeric,0.7635474876102099,28,0.7635474876102099,False,False,False,0.2847154779859129,0.2847154779859129,0.2847154779859129,0.2770521623487574,0.007663315637155499,True,0.1762261791810335,0.0,0.41159615776815633,0.026967091476634775,0.0,0.1935072556669192
D7,numeric,0.9339181088495275,576,0.9339181088495275,False,False,False,-0.2943236544721375,0.2943236544721375,-0.2943236544721375,-0.29967867186197417,0.00535501738983668,True,0.03897791046684425,0.0,0.4254861245267744,0.0059646125338033585,0.0,0.19275311781540416
V176,numeric,0.7638590668427767,49,0.7638590668427767,False,False,False,0.2953067030239096,0.2953067030239096,0.2953067030239096,0.304052003249651,0.008745300225741381,True,0.007063758336291401,0.0,0.426907259091257,0.0010809348424216032,0.0,0.191174798752052
V332,numeric,0.8607376299657941,1963,0.8607376299657941,False,False,False,0.14697456189186253,0.14697456189186253,0.14697456189186253,0.1600929430536846,0.013118381161822068,True,1.7651571440618645,0.0,0.21247234394240355,0.2701139773657125,0.0,0.1881846896778077
V45,numeric,0.28594393831634324,47,0.6556417290389587,False,False,False,0.28037038979071416,0.28037038979071416,0.28037038979071416,0.26866475596182426,0.011705633828889894,True,0.12467583431823877,0.0,0.40531472333768936,0.019078576432913774,0.0,0.18731328217914656
V186,numeric,0.7638590668427767,38,0.7638590668427767,False,False,False,0.28365926297913635,0.28365926297913635,0.28365926297913635,0.28593324343364235,0.002273980454505997,True,0.053750997234001716,0.0,0.41006925083060025,0.008225270876925825,0.0,0.18706891061251826
V282,numeric,0.002090741806933767,32,0.5357243652702046,False,False,False,0.2729040793168478,0.2729040793168478,0.2729040793168478,0.2701958314118935,0.002708247904954275,True,0.15377515871939246,0.0,0.3945211243191647,0.023531513826670982,0.0,0.1853642985972158
V153,numeric,0.8614149761235479,16,0.8614149761235479,False,False,False,0.24171970592101855,0.24171970592101855,0.24171970592101855,0.2234573540678726,0.018262351853145953,True,0.5560113699741331,0.0,0.3494397386392267,0.08508389358392907,0.0,0.18428789236405532
V10,numeric,0.4720944672108014,5,0.4720944672108014,False,False,False,-0.2760923126483802,0.2760923126483802,-0.2760923126483802,-0.2835455750838507,0.007453262435470509,True,0.07613166138339308,0.0,0.3991301627831432,0.01165008222010584,0.0,0.18256811266413092
card6,categorical,0.0026574547589212133,4,0.7454894390444904,False,False,False,0.2400779635393666,0.2400779635393666,0.2400779635393666,0.2303084078356885,0.009769555703678101,True,0.5117720430512468,0.0,0.34706636975491717,0.07831415039629133,0.0,0.182124385672863
V11,numeric,0.4720944672108014,5,0.4720944672108014,False,False,False,-0.27571860843845586,0.27571860843845586,-0.27571860843845586,-0.2811434465450863,0.005424838106630414,True,0.03256201752168755,0.0,0.3985899209317527,0.0049828175884644,0.0,0.1802957248592567
id_33,categorical,0.8761562863367991,236,0.8761562863367991,False,False,False,0.08310687916162385,0.08310687916162385,0.08310687916162385,0.08387946011372516,0.0007725809521013094,True,2.353474450336874,0.0,0.12014265044178349,0.36014150159244807,0.0,0.17999783111334422
V154,numeric,0.8614149761235479,16,0.8614149761235479,False,False,False,0.2592701311664969,0.2592701311664969,0.2592701311664969,0.24199247276438562,0.017277658402111262,True,0.24806635275221328,0.0,0.3748113399632459,0.03796046681618155,0.0,0.1793596176088075
V38,numeric,0.28594393831634324,51,0.6472561836059652,False,False,False,0.25857174383999304,0.25857174383999304,0.25857174383999304,0.2439352898741498,0.014636453965843232,True,0.22792706411531752,0.0,0.3738017231266186,0.03487864298348297,0.0,0.17822283235632094
C1,numeric,0.0,1396,0.5370113229699371,False,False,False,0.22559797198144826,0.22559797198144826,0.22559797198144826,0.22804881459130422,0.002450842609855952,True,0.5535523558602811,0.0,0.3261335109868757,0.08470760182717217,0.0,0.17604011419212592
C2,numeric,0.0,1095,0.5360133662975131,False,False,False,0.25969668149942393,0.25969668149942393,0.25969668149942393,0.25195831600203,0.007738365497393929,True,0.1454955757476385,0.0,0.3754279782976612,0.02226452686465832,0.0,0.1755744198119689
D10,numeric,0.1284654722796085,803,0.37562908524401395,False,False,False,-0.27054669996497827,0.27054669996497827,-0.27054669996497827,-0.26173791685376446,0.008808783111213803,True,0.013908251542940972,0.0,0.3911132018187958,0.002128316538334746,0.0,0.17542453414019318
id_35,boolean,0.7615922150348269,2,0.7615922150348269,False,False,False,-0.2639578759781901,0.2639578759781901,-0.2639578759781901,-0.26020522769212595,0.003752648286064142,True,0.07558975576056635,0.0,0.381588132594049,0.01156715686491523,0.0,0.17520026732713276
V146,numeric,0.8614149761235479,24,0.8614149761235479,False,False,False,0.26616805176652436,0.26616805176652436,0.26616805176652436,0.27681607163731026,0.010648019870785896,True,0.06261279749728763,0.0,0.38478325169648014,0.009581351905625887,0.0,0.17490873344976726
V294,numeric,2.2578205258464003e-05,1055,0.8798500807170838,False,False,False,0.20899689334778704,0.20899689334778704,0.20899689334778704,0.2104240950328029,0.0014272016850158664,True,0.6687758346032447,0.0,0.3021343233460827,0.1023397272353136,0.0,0.1715652697853446
D15,numeric,0.15067565279235953,850,0.2948284620855488,False,False,False,-0.2557181745841687,0.2557181745841687,-0.2557181745841687,-0.25629427267013194,0.0005760980859632614,True,0.02758403546995668,0.0,0.3696764885242316,0.004221059613673556,0.0,0.16774537598779546
V44,numeric,0.28594393831634324,46,0.6736275273478511,False,False,False,0.24804225545317649,0.24804225545317649,0.24804225545317649,0.23525065620838292,0.012791599244793561,True,0.08624724427205031,0.0,0.35857987079201337,0.013198023907121999,0.0,0.16406151033717967
V87,numeric,0.15075016086971246,29,0.7855725268398415,False,False,False,0.23766201413674515,0.23766201413674515,0.23766201413674515,0.22560734017320927,0.012054673963535878,True,0.18528598732542342,0.0,0.3435737760311209,0.028353472751686662,0.0,0.16272371358256435
id_01,numeric,0.7560853907722875,75,0.7560853907722875,False,False,False,-0.2377645639447189,0.2377645639447189,-0.2377645639447189,-0.2287759275207285,0.008988636423990393,True,0.13616557454665615,0.0,0.3437220261622358,0.02083679917383926,0.0,0.1606194960202513
V222,numeric,0.7608426186202458,69,0.7608426186202458,False,False,False,0.21655981576663086,0.21655981576663086,0.21655981576663086,0.21767780846799822,0.0011179927013673652,True,0.34701286121426667,0.0,0.31306758848191346,0.053101801420325244,0.0,0.1592983464087698
C13,numeric,0.0,1457,0.3375170747677267,False,False,False,-0.23172215498984727,0.23172215498984727,-0.23172215498984727,-0.22888793187132805,0.002834223118519219,True,0.04220353724541934,0.0,0.3349868765065781,0.006458215543365056,0.0,0.15257933640036003
V150,numeric,0.8614036870209187,1849,0.8614036870209187,False,False,False,0.19835859600913053,0.19835859600913053,0.19835859600913053,0.20944956042980456,0.011090964420674032,True,0.45221490208255116,0.0,0.2867551724099932,0.06920039172517044,0.0,0.1515963200252055
V35,numeric,0.28594393831634324,4,0.37580519524503,False,False,False,-0.21715508117596405,0.21715508117596405,-0.21715508117596405,-0.21276273433461756,0.004392346841346484,True,0.1619840634403007,0.0,0.31392812812333737,0.024787685217099314,0.0,0.1492844954552846
V317,numeric,2.2578205258464003e-05,12652,0.8798500807170838,False,False,False,0.2082296751272883,0.2082296751272883,0.2082296751272883,0.21044194731040822,0.0022122721831199232,True,0.24971145561130695,0.0,0.3010252017979292,0.03821220943181233,0.0,0.14850377328273445
id_14,categorical,0.8646346281934049,24,0.8646346281934049,False,False,False,0.053404170451781585,0.053404170451781585,0.053404170451781585,0.04388074838360212,0.009523422068179466,True,2.1381109191704266,0.0,0.07720321888449133,0.32718539897088184,0.0,0.14782782482760282
V37,numeric,0.28594393831634324,45,0.6693354105282171,False,False,False,0.21000479343012057,0.21000479343012057,0.21000479343012057,0.19428670410756332,0.01571808932255725,True,0.2101599598852197,0.0,0.30359138428368027,0.03215982375200117,0.0,0.14551434784247294
V318,numeric,2.2578205258464003e-05,10203,0.9063975344599857,False,False,False,0.1833386451740815,0.1833386451740815,0.1833386451740815,0.18544070550440184,0.0021020603303203433,True,0.4469497503252737,0.0,0.26504172677189314,0.0683946894751602,0.0,0.14289160931410994
V86,numeric,0.15075016086971246,28,0.8078707623531005,False,False,False,0.21042987241709765,0.21042987241709765,0.21042987241709765,0.20510486033652087,0.005325012080576785,True,0.08482931958122265,0.0,0.3042058955811532,0.012981045334345657,0.0,0.14063726706645338
V236,numeric,0.7793838407784965,41,0.7793838407784965,False,False,False,0.17575418565541545,0.17575418565541545,0.17575418565541545,0.1909943731522623,0.015240187496846858,True,0.5219967810124005,0.0,0.2540773267374647,0.0798787955880809,0.0,0.1400063473631604
V78,numeric,0.15075016086971246,32,0.7756381165261174,False,False,False,0.1996596060399971,0.1996596060399971,0.1996596060399971,0.18524933075604477,0.014410275283952334,True,0.2142137314051683,0.0,0.2886359648899476,0.032780153988472616,0.0,0.139197696803849
V323,numeric,0.8607376299657941,1090,0.8607376299657941,False,False,False,0.14018156649047242,0.14018156649047242,0.14018156649047242,0.15524753582561623,0.015065969335143814,True,0.9274092579905056,0.0,0.202652116300662,0.1419172248569049,0.0,0.13860458563494302
V36,numeric,0.28594393831634324,6,0.383463722468701,False,False,False,-0.21061277500274045,0.21061277500274045,-0.21061277500274045,-0.20443812522078553,0.006174649781954922,True,0.01882753167755222,0.0,0.30447030692271065,0.00288109162547419,0.0,0.1370938227168425
V133,numeric,0.0005170409004188257,8353,0.9079035007507253,False,False,False,0.17566420356827117,0.17566420356827117,0.17566420356827117,0.18516159612805727,0.0094973925597861,True,0.44221865440906605,0.0,0.2539472450095637,0.06767071136390557,0.0,0.1365364003477027
V308,numeric,2.2578205258464003e-05,19064,0.7153091520755015,False,False,False,0.18238955310806415,0.18238955310806415,0.18238955310806415,0.1876030430976916,0.005213489989627451,True,0.3479786160226799,0.0,0.2636696810703233,0.05324958649053167,0.0,0.13650668825488746
V182,numeric,0.7638590668427767,77,0.7638590668427767,False,False,False,0.11242132339060351,0.11242132339060351,0.11242132339060351,0.11830617696679568,0.005884853576192173,True,1.1996292540174731,0.0,0.16252079123381277,0.18357381395588973,0.0,0.1365024629033483
V333,numeric,0.8607376299657941,1568,0.8607376299657941,False,False,False,0.14721245590562426,0.14721245590562426,0.14721245590562426,0.15717691926666877,0.009964463361044507,True,0.7812792081852923,0.0,0.21281625310643298,0.11955560731009204,0.0,0.1361171069522704
D1,numeric,0.002090741806933767,641,0.4742822953003466,False,False,False,-0.19081672322403775,0.19081672322403775,-0.19081672322403775,-0.1872893179744196,0.003527405249618143,True,0.2215201738488955,0.0,0.2758523374721821,0.03389822567716507,0.0,0.135468820062047
V279,numeric,2.2578205258464003e-05,754,0.8334247750646301,False,False,False,0.16075563977269836,0.16075563977269836,0.16075563977269836,0.16251217848301436,0.0017565387103160024,True,0.5437827643335098,0.0,0.23239482496023006,0.08321260562617555,0.0,0.13343860239471758
V221,numeric,0.7608426186202458,66,0.7608426186202458,False,False,False,0.18139589061744577,0.18139589061744577,0.18139589061744577,0.1788157662350942,0.0025801243823515563,True,0.28612876716945035,0.0,0.2622332025685219,0.04378498514927655,0.0,0.1329426673007289
id_21,categorical,0.9913028753344396,430,0.9913028753344396,False,False,False,0.018451851159578148,0.018451851159578148,0.018451851159578148,0.017282255345768993,0.0011695958138091544,True,2.213680475139164,0.0,0.02667473891731322,0.3387494647534358,0.0,0.1303905058044221
V259,numeric,0.7608426186202458,61,0.7608426186202458,False,False,False,0.19315614698612782,0.19315614698612782,0.19315614698612782,0.19421041275505146,0.0010542657689236457,True,0.06452139350778001,0.0,0.2792343026490645,0.00987341568097458,0.0,0.12895299181508157
V280,numeric,2.2578205258464003e-05,836,0.7153091520755015,False,False,False,0.1832095486294354,0.1832095486294354,0.1832095486294354,0.1877082858000647,0.004498737170629319,True,0.16489453215882943,0.0,0.2648550996094594,0.02523306102072393,0.0,0.1273415556059157
id_18,categorical,0.9239701516126483,17,0.9239701516126483,False,False,False,0.11229741823251382,0.11229741823251382,0.11229741823251382,0.10559295296377158,0.0067044652687422435,True,0.9923060237334347,0.0,0.16234166894879287,0.15184808204543582,0.0,0.125194909952548
V295,numeric,2.2578205258464003e-05,809,0.9063975344599857,False,False,False,0.1834330219282172,0.1834330219282172,0.1834330219282172,0.18495523741462594,0.00152221548640874,True,0.08305055322302066,0.0,0.26517816160732843,0.012708848800776617,0.0,0.1235499374806083
V277,numeric,0.7793838407784965,2147,0.7793838407784965,False,False,False,0.17294489279026704,0.17294489279026704,0.17294489279026704,0.1879155765579188,0.01497068376765176,True,0.24642564306696144,0.0,0.2500160998680291,0.0377093964679824,0.0,0.12345993113925917
V248,numeric,0.7793838407784965,20,0.7793838407784965,False,False,False,0.1704445243122097,0.1704445243122097,0.1704445243122097,0.17795843955416735,0.007513915241957658,True,0.1942361735712488,0.0,0.24640146653002723,0.02972307908569307,0.0,0.12015665033221118
V293,numeric,2.2578205258464003e-05,738,0.9256341653401972,False,False,False,0.13202936778404384,0.13202936778404384,0.13202936778404384,0.1346875281162503,0.0026581603322064495,True,0.6359236322637531,0.0,0.190866969638932,0.09731250398270089,0.0,0.11955078868163374
V134,numeric,0.0005170409004188257,6819,0.9277858683013287,False,False,False,0.16678661946326923,0.16678661946326923,0.16678661946326923,0.17570554973252217,0.008918930269252945,True,0.2128412675543013,0.0,0.24111345201126652,0.03257013208147386,0.0,0.11856276009319786
D4,numeric,0.28586717241846443,790,0.28586717241846443,False,False,False,-0.17986038015593164,0.17986038015593164,-0.17986038015593164,-0.17917789980591425,0.0006824803500173893,True,0.02785563963164667,0.0,0.2600134068249154,0.004262621964442135,0.0,0.11839557870626408
V261,numeric,0.7793838407784965,39,0.7793838407784965,False,False,False,0.18122038201647062,0.18122038201647062,0.18122038201647062,0.1926315424460845,0.011411160429613876,True,0.03867409243371001,0.0,0.2619794802688856,0.005918120640658665,0.0,0.11825043428078698
V95,numeric,0.0005170409004188257,752,0.864618823449724,False,False,False,0.1662609188640749,0.1662609188640749,0.1662609188640749,0.17672567078915824,0.010464751925083338,True,0.2011932294862095,0.0,0.24035347806009444,0.030787685741404978,0.0,0.11736504234777174
V103,numeric,0.0005170409004188257,775,0.9277858683013287,False,False,False,0.16812787207174096,0.16812787207174096,0.16812787207174096,0.17670601506501327,0.008578142993272309,True,0.15330243310790403,0.0,0.24305242078159378,0.023459174774280472,0.0,0.11629757907372452
V77,numeric,0.15075016086971246,29,0.8036621848929228,False,False,False,0.16690499133626413,0.16690499133626413,0.16690499133626413,0.1555066604590698,0.01139833087719433,True,0.14045314457084443,0.0,0.2412845751565805,0.021492906533098207,0.0,0.11439082647546646
V102,numeric,0.0005170409004188257,1019,0.9079035007507253,False,False,False,0.1772232123726929,0.1772232123726929,0.1772232123726929,0.1861734868011362,0.008950274428443317,True,0.0050259340278662685,0.0,0.2562010109037329,0.0007690958478182121,0.0,0.11421709728914968
V306,numeric,2.2578205258464003e-05,13372,0.8334247750646301,False,False,False,0.16109757264672298,0.16109757264672298,0.16109757264672298,0.16339242933155051,0.00229485668482754,True,0.1656222580292126,0.0,0.2328891368893136,0.02534442160408185,0.0,0.11332643065889564
V128,numeric,0.0005170409004188257,12076,0.7690881791806369,False,False,False,0.15666109616679225,0.15666109616679225,0.15666109616679225,0.17257132819505383,0.015910232028261584,True,0.2354950375199609,0.0,0.22647558787509867,0.036036735566799455,0.0,0.11214033718793497
V278,numeric,0.7793838407784965,2018,0.7793838407784965,False,False,False,0.1512569551765952,0.1512569551765952,0.1512569551765952,0.1612193646891389,0.00996240951254368,True,0.2839772974074849,0.0,0.2186631440861714,0.043455755507291666,0.0,0.11211356783944766
V75,numeric,0.15075016086971246,5,0.4494214334902519,False,False,False,-0.1616634086669968,0.1616634086669968,-0.1616634086669968,-0.15366827813659156,0.007995130530405237,True,0.10668609412282841,0.0,0.23370713222107092,0.016325688231256973,0.0,0.10968293080086106
V12,numeric,0.12854223817748728,4,0.4764204513383231,False,False,False,-0.1614055160501684,0.1614055160501684,-0.1614055160501684,-0.1549969561575799,0.0064085598925884835,True,0.0930393361164742,0.0,0.23333431227129425,0.01423738686067117,0.0,0.10902224193942905
V126,numeric,0.0005170409004188257,8465,0.864618823449724,False,False,False,0.16252687021512258,0.16252687021512258,0.16252687021512258,0.17343497667352614,0.010908106458403566,True,0.09119459680243144,0.0,0.23495538699844798,0.01395509478543284,0.0,0.10897799135544255
V76,numeric,0.15075016086971246,7,0.46329799844210384,False,False,False,-0.1595238885925062,0.1595238885925062,-0.1595238885925062,-0.15426190677866602,0.005261981813840189,True,0.08189279502287475,0.0,0.23061415586320766,0.012531682323944105,0.0,0.10737316167974786
V253,numeric,0.7793838407784965,62,0.7793838407784965,False,False,False,0.13270789670474592,0.13270789670474592,0.13270789670474592,0.14461860941184357,0.011910712707097648,True,0.40861883993636217,0.0,0.19184787836462258,0.06252908442349193,0.0,0.1064301179062377
V101,numeric,0.0005170409004188257,738,0.9421207708199275,False,False,False,0.14305973038920805,0.14305973038920805,0.14305973038920805,0.15103834150044615,0.007978611111238099,True,0.2710334872260948,0.0,0.2068129059090345,0.04147502304835794,0.0,0.10638527405930509
V324,numeric,0.8607376299657941,801,0.8607376299657941,False,False,False,0.1438940021346622,0.1438940021346622,0.1438940021346622,0.15651344209925044,0.012619439964588253,True,0.26232443587820614,0.0,0.20801896273247297,0.04014231649213193,0.0,0.10576542800717077
id_30,categorical,0.8688296587304275,75,0.8688296587304275,False,False,False,0.0685906927689619,0.0685906927689619,0.0685906927689619,0.07307612914369632,0.0044854363747344195,True,1.1455579426878661,0.0,0.099157466963414,0.17529952686833286,0.0,0.10530287908124263
V262,numeric,0.7793838407784965,20,0.7793838407784965,False,False,False,0.15791043269926064,0.15791043269926064,0.15791043269926064,0.17180936263248037,0.013898929933219728,True,0.0832116640893976,0.0,0.22828167906536695,0.012733502864614681,0.0,0.1050986420920473
V53,numeric,0.13023560357187208,6,0.48790146871225204,False,False,False,-0.15064938419438934,0.15064938419438934,-0.15064938419438934,-0.14801748523186387,0.0026318989625254696,True,0.1116820055617635,0.0,0.21778481501317407,0.01709018985870546,0.0,0.10358994836209642
V97,numeric,0.0005170409004188257,806,0.7690881791806369,False,False,False,0.16076271820802002,0.16076271820802002,0.16076271820802002,0.1758178033975064,0.015055085189486395,True,0.022588647552043352,0.0,0.2324050578313125,0.003456638098268294,0.0,0.10353383658006156
V331,numeric,0.8607376299657941,1372,0.8607376299657941,False,False,False,0.11869495316616074,0.11869495316616074,0.11869495316616074,0.12625373250713845,0.007558779340977706,True,0.5109692277599707,0.0,0.17159020301692288,0.07819129922003991,0.0,0.10344872918348261
id_07,numeric,0.9913073909754914,79,0.9913073909754914,False,False,False,-0.17955689671888198,0.17955689671888198,-0.17955689671888198,-0.27218774833877213,0.09263085161989015,True,0.0033754067365650265,0.0,0.259574678949917,0.000516523155973837,0.0,0.10309476088906995
V13,numeric,0.12854223817748728,7,0.48764859281335726,False,False,False,-0.15503927879274382,0.15503927879274382,-0.15503927879274382,-0.1508953718112379,0.004143906981505907,True,0.04025219674766686,0.0,0.22413102338397184,0.006159610773350179,0.0,0.102393238246234
id_25,categorical,0.9913457739244308,319,0.9913457739244308,False,False,False,0.01816308435404057,0.01816308435404057,0.01816308435404057,0.01596676652850615,0.002196317825534422,True,1.6828848658862312,0.0,0.026257285997327844,0.25752422445916917,0.0,0.10161980958567657
V249,numeric,0.7793838407784965,21,0.7793838407784965,False,False,False,0.15223014402364066,0.15223014402364066,0.15223014402364066,0.1597018349964634,0.007471690972822742,True,0.05899723952425803,0.0,0.22007002506454432,0.009028079497117248,0.0,0.10107058545711256
V237,numeric,0.7793838407784965,34,0.7793838407784965,False,False,False,0.15299588311417311,0.15299588311417311,0.15299588311417311,0.16329362706881523,0.010297743954642113,True,0.05545676600517994,0.0,0.22117700832286802,0.008486296921433637,0.0,0.10095519607459608
V192,numeric,0.7638590668427767,45,0.7638590668427767,False,False,False,0.1307297809507666,0.1307297809507666,0.1307297809507666,0.1412332054897758,0.01050342453900921,True,0.3191747682756513,0.0,0.18898823459071146,0.04884186454659033,0.0,0.1005638444762754
id_26,categorical,0.9912938440523362,91,0.9912938440523362,False,False,False,0.014672991774906885,0.014672991774906885,0.014672991774906885,0.014737391085074103,6.4399310167218e-05,True,1.685158820223573,0.0,0.021211867652008186,0.2578721973591876,0.0,0.09979094962259426
